,Community,month,year,Sanitation_request
3316,36.0,5,2017,1
3317,36.0,5,2018,2
3318,36.0,6,2012,5
3319,36.0,6,2013,2
3320,36.0,6,2014,2
3321,36.0,6,2015,4
3322,36.0,6,2016,4
3323,36.0,6,2017,5
3324,36.0,6,2018,4
3325,36.0,7,2011,1
3326,36.0,7,2012,4
3327,36.0,7,2013,1
3328,36.0,7,2014,2
3329,36.0,7,2015,3
3330,36.0,7,2016,4
3331,36.0,7,2017,7
3332,36.0,7,2018,1
3333,36.0,8,2011,1
3334,36.0,8,2012,4
3335,36.0,8,2013,1
3336,36.0,8,2015,1
3337,36.0,8,2016,4
3338,36.0,8,2017,3
3339,36.0,8,2018,1
3340,36.0,9,2011,1
3341,36.0,9,2012,2
3342,36.0,9,2013,3
3343,36.0,9,2014,3
3344,36.0,9,2015,1
3345,36.0,9,2016,2
3346,36.0,9,2017,1
3347,36.0,10,2011,2
3348,36.0,10,2012,2
3349,36.0,10,2014,1
3350,36.0,10,2015,1
3351,36.0,10,2016,1
3352,36.0,10,2017,4
3353,36.0,11,2015,1
3354,36.0,11,2017,2
3355,36.0,12,2015,1
3356,36.0,12,2017,3
3357,37.0,1,2011,2
3358,37.0,1,2012,1
3359,37.0,1,2013,2
3360,37.0,1,2014,3
3361,37.0,1,2015,1
3362,37.0,1,2016,1
3363,37.0,1,2017,3
3364,37.0,1,2018,1
3365,37.0,2,2011,1
3366,37.0,2,2012,2
3367,37.0,2,2013,2
3368,37.0,2,2016,1
3369,37.0,2,2017,1
3370,37.0,3,2011,4
3371,37.0,3,2012,3
3372,37.0,3,2013,1
3373,37.0,3,2014,2
3374,37.0,3,2016,5
3375,37.0,3,2017,3
3376,37.0,3,2018,2
3377,37.0,4,2011,1
3378,37.0,4,2012,1
3379,37.0,4,2013,3
3380,37.0,4,2014,1
3381,37.0,4,2015,2
3382,37.0,4,2016,6
3383,37.0,4,2017,2
3384,37.0,4,2018,8
3385,37.0,5,2011,2
3386,37.0,5,2012,4
3387,37.0,5,2013,9
3388,37.0,5,2014,3
3389,37.0,5,2015,3
3390,37.0,5,2016,4
3391,37.0,5,2017,5
3392,37.0,5,2018,2
3393,37.0,6,2011,2
3394,37.0,6,2012,3
3395,37.0,6,2013,4
3396,37.0,6,2014,2
3397,37.0,6,2015,4
3398,37.0,6,2016,7
3399,37.0,6,2017,4
3400,37.0,6,2018,4
3401,37.0,7,2011,4
3402,37.0,7,2012,7
3403,37.0,7,2013,4
3404,37.0,7,2014,10
3405,37.0,7,2015,2
3406,37.0,7,2016,4
3407,37.0,7,2017,12
3408,37.0,7,2018,14
3409,37.0,8,2011,4
3410,37.0,8,2012,6
3411,37.0,8,2013,6
3412,37.0,8,2014,4
3413,37.0,8,2015,2
3414,37.0,8,2016,3
3415,37.0,8,2017,8
3416,37.0,8,2018,4
3417,37.0,9,2011,2
3418,37.0,9,2012,7
3419,37.0,9,2013,2
3420,37.0,9,2014,1
3421,37.0,9,2015,5
3422,37.0,9,2016,3
3423,37.0,9,2017,4
3424,37.0,9,2018,8
3425,37.0,10,2011,1
3426,37.0,10,2013,3
3427,37.0,10,2014,2
3428,37.0,10,2015,1
3429,37.0,10,2016,2
3430,37.0,10,2017,2
3431,37.0,10,2018,3
3432,37.0,11,2011,1
3433,37.0,11,2013,1
3434,37.0,11,2014,1
3435,37.0,11,2015,3
3436,37.0,11,2016,4
3437,37.0,11,2017,1
3438,37.0,12,2011,2
3439,37.0,12,2012,1
3440,37.0,12,2014,3
3441,37.0,12,2016,3
3442,38.0,1,2011,10
3443,38.0,1,2012,10
3444,38.0,1,2013,10
3445,38.0,1,2014,6
3446,38.0,1,2015,11
3447,38.0,1,2016,8
3448,38.0,1,2017,15
3449,38.0,1,2018,16
3450,38.0,2,2011,20
3451,38.0,2,2012,13
3452,38.0,2,2013,10
3453,38.0,2,2014,10
3454,38.0,2,2015,8
3455,38.0,2,2016,10
3456,38.0,2,2017,12
3457,38.0,2,2018,12
3458,38.0,3,2011,46
3459,38.0,3,2012,17
3460,38.0,3,2013,9
3461,38.0,3,2014,20
3462,38.0,3,2015,19
3463,38.0,3,2016,18
3464,38.0,3,2017,13
3465,38.0,3,2018,20
3466,38.0,4,2011,15
3467,38.0,4,2012,14
3468,38.0,4,2013,21
3469,38.0,4,2014,10
3470,38.0,4,2015,10
3471,38.0,4,2016,11
3472,38.0,4,2017,10
3473,38.0,4,2018,17
3474,38.0,5,2011,18
3475,38.0,5,2012,23
3476,38.0,5,2013,12
3477,38.0,5,2014,16
3478,38.0,5,2015,13
3479,38.0,5,2016,10
3480,38.0,5,2017,29
3481,38.0,5,2018,30
3482,38.0,6,2011,21
3483,38.0,6,2012,16
3484,38.0,6,2013,14
3485,38.0,6,2014,20
3486,38.0,6,2015,14
3487,38.0,6,2016,25
3488,38.0,6,2017,19
3489,38.0,6,2018,25
3490,38.0,7,2011,8
3491,38.0,7,2012,20
3492,38.0,7,2013,16
3493,38.0,7,2014,13
3494,38.0,7,2015,38
3495,38.0,7,2016,15
3496,38.0,7,2017,14
3497,38.0,7,2018,22
3498,38.0,8,2011,18
3499,38.0,8,2012,32
3500,38.0,8,2013,19
3501,38.0,8,2014,32
3502,38.0,8,2015,12
3503,38.0,8,2016,18
3504,38.0,8,2017,20
3505,38.0,8,2018,24
3506,38.0,9,2011,8
3507,38.0,9,2012,11
3508,38.0,9,2013,22
3509,38.0,9,2014,10
3510,38.0,9,2015,18
3511,38.0,9,2016,18
3512,38.0,9,2017,18
3513,38.0,9,2018,23
3514,38.0,10,2011,11
3515,38.0,10,2012,26
3516,38.0,10,2013,13
3517,38.0,10,2014,8
3518,38.0,10,2015,7
3519,38.0,10,2016,22
3520,38.0,10,2017,9
3521,38.0,10,2018,8
3522,38.0,11,2011,12
3523,38.0,11,2012,10
3524,38.0,11,2013,4
3525,38.0,11,2014,9
3526,38.0,11,2015,9
3527,38.0,11,2016,8
3528,38.0,11,2017,15
3529,38.0,12,2010,2
3530,38.0,12,2011,7
3531,38.0,12,2012,13
3532,38.0,12,2013,9
3533,38.0,12,2014,15
3534,38.0,12,2015,6
3535,38.0,12,2016,10
3536,38.0,12,2017,13
3537,39.0,1,2011,4
3538,39.0,1,2012,3
3539,39.0,1,2013,3
3540,39.0,1,2014,4
3541,39.0,1,2015,4
3542,39.0,1,2016,9
3543,39.0,1,2017,8
3544,39.0,1,2018,6
3545,39.0,2,2011,9
3546,39.0,2,2012,3
3547,39.0,2,2013,1
3548,39.0,2,2014,4
3549,39.0,2,2015,4
3550,39.0,2,2016,9
3551,39.0,2,2017,4
3552,39.0,2,2018,5
3553,39.0,3,2011,5
3554,39.0,3,2012,6
3555,39.0,3,2013,5
3556,39.0,3,2014,6
3557,39.0,3,2015,2
3558,39.0,3,2016,15
3559,39.0,3,2017,1
3560,39.0,3,2018,7
3561,39.0,4,2011,10
3562,39.0,4,2012,9
3563,39.0,4,2013,2
3564,39.0,4,2014,2
3565,39.0,4,2015,2
3566,39.0,4,2016,7
3567,39.0,4,2017,1
3568,39.0,4,2018,3
3569,39.0,5,2011,10
3570,39.0,5,2012,8
3571,39.0,5,2013,1
3572,39.0,5,2014,4
3573,39.0,5,2015,5
3574,39.0,5,2016,9
3575,39.0,5,2017,2
3576,39.0,5,2018,3
3577,39.0,6,2011,2
3578,39.0,6,2012,3
3579,39.0,6,2013,4
3580,39.0,6,2014,2
3581,39.0,6,2015,7
3582,39.0,6,2016,11
3583,39.0,6,2017,4
3584,39.0,6,2018,14
3585,39.0,7,2011,7
3586,39.0,7,2012,6
3587,39.0,7,2013,5
3588,39.0,7,2014,3
3589,39.0,7,2015,2
3590,39.0,7,2016,3
3591,39.0,7,2017,7
3592,39.0,7,2018,2
3593,39.0,8,2011,11
3594,39.0,8,2012,11
3595,39.0,8,2013,5
3596,39.0,8,2014,3
3597,39.0,8,2015,6
3598,39.0,8,2016,6
3599,39.0,8,2017,3
3600,39.0,8,2018,7
3601,39.0,9,2011,4
3602,39.0,9,2012,10
3603,39.0,9,2013,5
3604,39.0,9,2015,8
3605,39.0,9,2016,8
3606,39.0,9,2017,3
3607,39.0,9,2018,7
3608,39.0,10,2011,1
3609,39.0,10,2013,2
3610,39.0,10,2014,2
3611,39.0,10,2015,1
3612,39.0,10,2016,2
3613,39.0,10,2017,4
3614,39.0,10,2018,2
3615,39.0,11,2011,2
3616,39.0,11,2012,1
3617,39.0,11,2013,2
3618,39.0,11,2014,2
3619,39.0,11,2016,2
3620,39.0,11,2017,7
3621,39.0,12,2010,1
3622,39.0,12,2011,1
3623,39.0,12,2012,2
3624,39.0,12,2013,5
3625,39.0,12,2014,2
3626,39.0,12,2015,2
3627,39.0,12,2016,5
3628,39.0,12,2017,3
3629,40.0,1,2000,2
3630,40.0,1,2011,7
3631,40.0,1,2012,10
3632,40.0,1,2013,5
3633,40.0,1,2014,3
3634,40.0,1,2015,9
3635,40.0,1,2016,19
3636,40.0,1,2017,5
3637,40.0,1,2018,4
3638,40.0,2,2011,8
3639,40.0,2,2012,2
3640,40.0,2,2013,2
3641,40.0,2,2014,6
3642,40.0,2,2015,10
3643,40.0,2,2016,2
3644,40.0,2,2017,9
3645,40.0,2,2018,8
3646,40.0,3,2011,15
3647,40.0,3,2012,3
3648,40.0,3,2013,6
3649,40.0,3,2014,13
3650,40.0,3,2015,7
3651,40.0,3,2016,5
3652,40.0,3,2017,13
3653,40.0,3,2018,11
3654,40.0,4,2011,11
3655,40.0,4,2012,6
3656,40.0,4,2013,9
3657,40.0,4,2014,13
3658,40.0,4,2015,11
3659,40.0,4,2016,4
3660,40.0,4,2017,7
3661,40.0,4,2018,7
3662,40.0,5,2011,9
3663,40.0,5,2012,12
3664,40.0,5,2013,8
3665,40.0,5,2014,8
3666,40.0,5,2015,9
3667,40.0,5,2017,7
3668,40.0,5,2018,4
3669,40.0,6,2011,11
3670,40.0,6,2012,4
3671,40.0,6,2013,14
3672,40.0,6,2014,8
3673,40.0,6,2015,7
3674,40.0,6,2016,16
3675,40.0,6,2017,9
3676,40.0,6,2018,9
3677,40.0,7,2011,11
3678,40.0,7,2012,10
3679,40.0,7,2013,11
3680,40.0,7,2014,9
3681,40.0,7,2015,5
3682,40.0,7,2016,10
3683,40.0,7,2017,3
3684,40.0,7,2018,10
3685,40.0,8,2011,2
3686,40.0,8,2012,11
3687,40.0,8,2013,9
3688,40.0,8,2014,2
3689,40.0,8,2015,10
3690,40.0,8,2016,3
3691,40.0,8,2017,11
3692,40.0,8,2018,8
3693,40.0,9,2011,6
3694,40.0,9,2012,11
3695,40.0,9,2013,9
3696,40.0,9,2014,5
3697,40.0,9,2015,6
3698,40.0,9,2016,10
3699,40.0,9,2017,10
3700,40.0,9,2018,16
3701,40.0,10,2011,10
3702,40.0,10,2012,2
3703,40.0,10,2013,7
3704,40.0,10,2014,2
3705,40.0,10,2015,7
3706,40.0,10,2016,5
3707,40.0,10,2017,3
3708,40.0,10,2018,4
3709,40.0,11,2012,2
3710,40.0,11,2013,2
3711,40.0,11,2014,6
3712,40.0,11,2015,6
3713,40.0,11,2016,4
3714,40.0,11,2017,11
3715,40.0,12,2010,5
3716,40.0,12,2011,6
3717,40.0,12,2012,3
3718,40.0,12,2013,5
3719,40.0,12,2014,2
3720,40.0,12,2015,5
3721,40.0,12,2016,5
3722,40.0,12,2017,3
3723,41.0,1,2011,1
3724,41.0,1,2012,1
3725,41.0,1,2013,5
3726,41.0,1,2014,5
3727,41.0,1,2015,1
3728,41.0,1,2016,2
3729,41.0,1,2017,9
3730,41.0,1,2018,4
3731,41.0,2,2011,2
3732,41.0,2,2012,3
3733,41.0,2,2013,2
3734,41.0,2,2014,5
3735,41.0,2,2015,8
3736,41.0,2,2016,8
3737,41.0,2,2017,4
3738,41.0,2,2018,9
3739,41.0,3,2011,1
3740,41.0,3,2012,2
3741,41.0,3,2013,2
3742,41.0,3,2014,6
3743,41.0,3,2015,12
3744,41.0,3,2016,2
3745,41.0,3,2017,1
3746,41.0,3,2018,6
3747,41.0,4,2011,2
3748,41.0,4,2012,3
3749,41.0,4,2013,4
3750,41.0,4,2014,5
3751,41.0,4,2015,4
3752,41.0,4,2016,4
3753,41.0,4,2017,9
3754,41.0,4,2018,3
3755,41.0,5,2011,1
3756,41.0,5,2012,11
3757,41.0,5,2013,6
3758,41.0,5,2014,6
3759,41.0,5,2015,7
3760,41.0,5,2016,6
3761,41.0,5,2017,12
3762,41.0,5,2018,5
3763,41.0,6,2011,4
3764,41.0,6,2012,2
3765,41.0,6,2013,27
3766,41.0,6,2014,3
3767,41.0,6,2015,11
3768,41.0,6,2016,10
3769,41.0,6,2017,18
3770,41.0,6,2018,5
3771,41.0,7,2011,6
3772,41.0,7,2012,6
3773,41.0,7,2013,7
3774,41.0,7,2014,6
3775,41.0,7,2015,11
3776,41.0,7,2016,7
3777,41.0,7,2017,13
3778,41.0,7,2018,10
3779,41.0,8,2011,10
3780,41.0,8,2013,2
3781,41.0,8,2014,9
3782,41.0,8,2015,3
3783,41.0,8,2016,6
3784,41.0,8,2017,6
3785,41.0,8,2018,1
3786,41.0,9,2011,9
3787,41.0,9,2012,12
3788,41.0,9,2013,6
3789,41.0,9,2014,10
3790,41.0,9,2015,11
3791,41.0,9,2016,7
3792,41.0,9,2017,3
3793,41.0,9,2018,9
3794,41.0,10,2011,4
3795,41.0,10,2012,2
3796,41.0,10,2013,5
3797,41.0,10,2014,5
3798,41.0,10,2015,4
3799,41.0,10,2016,8
3800,41.0,10,2017,6
3801,41.0,10,2018,4
3802,41.0,11,2011,2
3803,41.0,11,2012,2
3804,41.0,11,2013,4
3805,41.0,11,2015,2
3806,41.0,11,2016,7
3807,41.0,11,2017,2
3808,41.0,12,2010,1
3809,41.0,12,2011,3
3810,41.0,12,2013,1
3811,41.0,12,2014,4
3812,41.0,12,2015,6
3813,41.0,12,2016,5
3814,41.0,12,2017,5
3815,42.0,1,2000,1
3816,42.0,1,2011,3
3817,42.0,1,2012,5
3818,42.0,1,2013,11
3819,42.0,1,2014,2
3820,42.0,1,2015,10
3821,42.0,1,2016,14
3822,42.0,1,2017,19
3823,42.0,1,2018,10
3824,42.0,2,2000,1
3825,42.0,2,2011,15
3826,42.0,2,2012,14
3827,42.0,2,2013,13
3828,42.0,2,2014,13
3829,42.0,2,2015,15
3830,42.0,2,2016,8
3831,42.0,2,2017,13
3832,42.0,2,2018,6
3833,42.0,3,2011,23
3834,42.0,3,2012,23
3835,42.0,3,2013,26
3836,42.0,3,2014,23
3837,42.0,3,2015,29
3838,42.0,3,2016,15
3839,42.0,3,2017,17
3840,42.0,3,2018,23
3841,42.0,4,2011,33
3842,42.0,4,2012,14
3843,42.0,4,2013,15
3844,42.0,4,2014,21
3845,42.0,4,2015,24
3846,42.0,4,2016,23
3847,42.0,4,2017,18
3848,42.0,4,2018,23
3849,42.0,5,2011,17
3850,42.0,5,2012,23
3851,42.0,5,2013,20
3852,42.0,5,2014,25
3853,42.0,5,2015,32
3854,42.0,5,2016,22
3855,42.0,5,2017,30
3856,42.0,5,2018,19
3857,42.0,6,2011,25
3858,42.0,6,2012,18
3859,42.0,6,2013,19
3860,42.0,6,2014,32
3861,42.0,6,2015,26
3862,42.0,6,2016,35
3863,42.0,6,2017,25
3864,42.0,6,2018,17
3865,42.0,7,2011,30
3866,42.0,7,2012,20
3867,42.0,7,2013,31
3868,42.0,7,2014,28
3869,42.0,7,2015,23
3870,42.0,7,2016,39
3871,42.0,7,2017,23
3872,42.0,7,2018,22
3873,42.0,8,2011,19
3874,42.0,8,2012,20
3875,42.0,8,2013,21
3876,42.0,8,2014,25
3877,42.0,8,2015,28
3878,42.0,8,2016,32
3879,42.0,8,2017,23
3880,42.0,8,2018,22
3881,42.0,9,2011,28
3882,42.0,9,2012,27
3883,42.0,9,2013,21
3884,42.0,9,2014,15
3885,42.0,9,2015,20
3886,42.0,9,2016,41
3887,42.0,9,2017,18
3888,42.0,9,2018,24
3889,42.0,10,2011,17
3890,42.0,10,2012,10
3891,42.0,10,2013,8
3892,42.0,10,2014,8
3893,42.0,10,2015,13
3894,42.0,10,2016,35
3895,42.0,10,2017,16
3896,42.0,10,2018,8
3897,42.0,11,2011,11
3898,42.0,11,2012,6
3899,42.0,11,2013,10
3900,42.0,11,2014,5
3901,42.0,11,2015,14
3902,42.0,11,2016,19
3903,42.0,11,2017,15
3904,42.0,12,2010,5
3905,42.0,12,2011,16
3906,42.0,12,2012,10
3907,42.0,12,2013,9
3908,42.0,12,2014,7
3909,42.0,12,2015,8
3910,42.0,12,2016,9
3911,42.0,12,2017,9
3912,43.0,1,2011,16
3913,43.0,1,2012,39
3914,43.0,1,2013,34
3915,43.0,1,2014,25
3916,43.0,1,2015,17
3917,43.0,1,2016,31
3918,43.0,1,2017,30
3919,43.0,1,2018,33
3920,43.0,2,2011,37
3921,43.0,2,2012,56
3922,43.0,2,2013,30
3923,43.0,2,2014,31
3924,43.0,2,2015,28
3925,43.0,2,2016,35
3926,43.0,2,2017,29
3927,43.0,2,2018,32
3928,43.0,3,2011,35
3929,43.0,3,2012,68
3930,43.0,3,2013,57
3931,43.0,3,2014,52
3932,43.0,3,2015,62
3933,43.0,3,2016,39
3934,43.0,3,2017,32
3935,43.0,3,2018,56
3936,43.0,4,2011,56
3937,43.0,4,2012,43
3938,43.0,4,2013,42
3939,43.0,4,2014,39
3940,43.0,4,2015,26
3941,43.0,4,2016,28
3942,43.0,4,2017,33
3943,43.0,4,2018,52
3944,43.0,5,2011,58
3945,43.0,5,2012,57
3946,43.0,5,2013,51
3947,43.0,5,2014,54
3948,43.0,5,2015,36
3949,43.0,5,2016,55
3950,43.0,5,2017,37
3951,43.0,5,2018,50
3952,43.0,6,2011,45
3953,43.0,6,2012,57
3954,43.0,6,2013,55
3955,43.0,6,2014,42
3956,43.0,6,2015,53
3957,43.0,6,2016,47
3958,43.0,6,2017,47
3959,43.0,6,2018,62
3960,43.0,7,2011,45
3961,43.0,7,2012,60
3962,43.0,7,2013,50
3963,43.0,7,2014,42
3964,43.0,7,2015,60
3965,43.0,7,2016,64
3966,43.0,7,2017,43
3967,43.0,7,2018,57
3968,43.0,8,2011,75
3969,43.0,8,2012,64
3970,43.0,8,2013,43
3971,43.0,8,2014,38
3972,43.0,8,2015,78
3973,43.0,8,2016,56
3974,43.0,8,2017,32
3975,43.0,8,2018,60
3976,43.0,9,2010,1
3977,43.0,9,2011,53
3978,43.0,9,2012,62
3979,43.0,9,2013,49
3980,43.0,9,2014,38
3981,43.0,9,2015,45
3982,43.0,9,2016,47
3983,43.0,9,2017,33
3984,43.0,9,2018,47
3985,43.0,10,2011,45
3986,43.0,10,2012,41
3987,43.0,10,2013,40
3988,43.0,10,2014,37
3989,43.0,10,2015,37
3990,43.0,10,2016,51
3991,43.0,10,2017,25
3992,43.0,10,2018,15
3993,43.0,11,2011,53
3994,43.0,11,2012,29
3995,43.0,11,2013,29
3996,43.0,11,2014,25
3997,43.0,11,2015,19
3998,43.0,11,2016,23
3999,43.0,11,2017,21
4000,43.0,12,2010,4
4001,43.0,12,2011,39
4002,43.0,12,2012,33
4003,43.0,12,2013,31
4004,43.0,12,2014,30
4005,43.0,12,2015,21
4006,43.0,12,2016,20
4007,43.0,12,2017,29
4008,44.0,1,2010,1
4009,44.0,1,2011,14
4010,44.0,1,2012,15
4011,44.0,1,2013,17
4012,44.0,1,2014,25
4013,44.0,1,2015,18
4014,44.0,1,2016,16
4015,44.0,1,2017,15
4016,44.0,1,2018,22
4017,44.0,2,2011,30
4018,44.0,2,2012,27
4019,44.0,2,2013,12
4020,44.0,2,2014,28
4021,44.0,2,2015,10
4022,44.0,2,2016,23
4023,44.0,2,2017,23
4024,44.0,2,2018,21
4025,44.0,3,2011,34
4026,44.0,3,2012,42
4027,44.0,3,2013,39
4028,44.0,3,2014,36
4029,44.0,3,2015,31
4030,44.0,3,2016,40
4031,44.0,3,2017,18
4032,44.0,3,2018,32
4033,44.0,4,2011,28
4034,44.0,4,2012,33
4035,44.0,4,2013,45
4036,44.0,4,2014,36
4037,44.0,4,2015,30
4038,44.0,4,2016,28
4039,44.0,4,2017,39
4040,44.0,4,2018,27
4041,44.0,5,2011,45
4042,44.0,5,2012,45
4043,44.0,5,2013,46
4044,44.0,5,2014,50
4045,44.0,5,2015,48
4046,44.0,5,2016,32
4047,44.0,5,2017,39
4048,44.0,5,2018,61
4049,44.0,6,2011,51
4050,44.0,6,2012,40
4051,44.0,6,2013,65
4052,44.0,6,2014,39
4053,44.0,6,2015,44
4054,44.0,6,2016,43
4055,44.0,6,2017,44
4056,44.0,6,2018,51
4057,44.0,7,2011,31
4058,44.0,7,2012,29
4059,44.0,7,2013,51
4060,44.0,7,2014,50
4061,44.0,7,2015,48
4062,44.0,7,2016,52
4063,44.0,7,2017,57
4064,44.0,7,2018,56
4065,44.0,8,2011,40
4066,44.0,8,2012,55
4067,44.0,8,2013,52
4068,44.0,8,2014,66
4069,44.0,8,2015,39
4070,44.0,8,2016,39
4071,44.0,8,2017,51
4072,44.0,8,2018,65
4073,44.0,9,2011,21
4074,44.0,9,2012,21
4075,44.0,9,2013,29
4076,44.0,9,2014,48
4077,44.0,9,2015,22
4078,44.0,9,2016,32
4079,44.0,9,2017,26
4080,44.0,9,2018,39
4081,44.0,10,2011,33
4082,44.0,10,2012,24
4083,44.0,10,2013,19
4084,44.0,10,2014,29
4085,44.0,10,2015,15
4086,44.0,10,2016,37
4087,44.0,10,2017,20
4088,44.0,10,2018,19
4089,44.0,11,2011,13
4090,44.0,11,2012,26
4091,44.0,11,2013,11
4092,44.0,11,2014,18
4093,44.0,11,2015,19
4094,44.0,11,2016,20
4095,44.0,11,2017,12
4096,44.0,12,2011,14
4097,44.0,12,2012,14
4098,44.0,12,2013,16
4099,44.0,12,2014,24
4100,44.0,12,2015,18
4101,44.0,12,2016,12
4102,44.0,12,2017,18
4103,45.0,1,2011,4
4104,45.0,1,2012,4
4105,45.0,1,2013,4
4106,45.0,1,2014,5
4107,45.0,1,2015,3
4108,45.0,1,2016,4
4109,45.0,1,2017,7
4110,45.0,1,2018,2
4111,45.0,2,2011,6
4112,45.0,2,2012,6
4113,45.0,2,2014,6
4114,45.0,2,2015,2
4115,45.0,2,2016,5
4116,45.0,2,2017,4
4117,45.0,2,2018,3
4118,45.0,3,2011,17
4119,45.0,3,2012,8
4120,45.0,3,2013,7
4121,45.0,3,2014,9
4122,45.0,3,2015,17
4123,45.0,3,2016,3
4124,45.0,3,2017,6
4125,45.0,3,2018,7
4126,45.0,4,2011,11
4127,45.0,4,2012,4
4128,45.0,4,2013,4
4129,45.0,4,2014,11
4130,45.0,4,2015,7
4131,45.0,4,2016,6
4132,45.0,4,2017,4
4133,45.0,4,2018,7
4134,45.0,5,2011,8
4135,45.0,5,2012,34
4136,45.0,5,2013,12
4137,45.0,5,2014,13
4138,45.0,5,2015,9
4139,45.0,5,2016,7
4140,45.0,5,2017,5
4141,45.0,5,2018,11
4142,45.0,6,2011,11
4143,45.0,6,2012,13
4144,45.0,6,2013,13
4145,45.0,6,2014,12
4146,45.0,6,2015,10
4147,45.0,6,2016,15
4148,45.0,6,2017,11
4149,45.0,6,2018,9
4150,45.0,7,2011,7
4151,45.0,7,2012,16
4152,45.0,7,2013,16
4153,45.0,7,2014,5
4154,45.0,7,2015,19
4155,45.0,7,2016,14
4156,45.0,7,2017,8
4157,45.0,7,2018,17
4158,45.0,8,2011,8
4159,45.0,8,2012,21
4160,45.0,8,2013,13
4161,45.0,8,2014,5
4162,45.0,8,2015,13
4163,45.0,8,2016,16
4164,45.0,8,2017,9
4165,45.0,8,2018,17
4166,45.0,9,2011,7
4167,45.0,9,2012,14
4168,45.0,9,2013,3
4169,45.0,9,2014,5
4170,45.0,9,2015,9
4171,45.0,9,2016,14
4172,45.0,9,2017,11
4173,45.0,9,2018,16
4174,45.0,10,2011,6
4175,45.0,10,2012,5
4176,45.0,10,2013,4
4177,45.0,10,2014,8
4178,45.0,10,2015,7
4179,45.0,10,2016,17
4180,45.0,10,2017,4
4181,45.0,10,2018,6
4182,45.0,11,2011,6
4183,45.0,11,2012,2
4184,45.0,11,2013,4
4185,45.0,11,2014,3
4186,45.0,11,2015,7
4187,45.0,11,2016,6
4188,45.0,11,2017,6
4189,45.0,12,2011,5
4190,45.0,12,2012,5
4191,45.0,12,2013,5
4192,45.0,12,2014,2
4193,45.0,12,2015,3
4194,45.0,12,2016,3
4195,45.0,12,2017,7
4196,46.0,1,2011,4
4197,46.0,1,2012,13
4198,46.0,1,2013,28
4199,46.0,1,2014,6
4200,46.0,1,2015,13
4201,46.0,1,2016,12
4202,46.0,1,2017,13
4203,46.0,1,2018,36
4204,46.0,2,2011,12
4205,46.0,2,2012,36
4206,46.0,2,2013,21
4207,46.0,2,2014,18
4208,46.0,2,2015,15
4209,46.0,2,2016,4
4210,46.0,2,2017,16
4211,46.0,2,2018,20
4212,46.0,3,2011,28
4213,46.0,3,2012,46
4214,46.0,3,2013,32
4215,46.0,3,2014,42
4216,46.0,3,2015,24
4217,46.0,3,2016,27
4218,46.0,3,2017,29
4219,46.0,3,2018,32
4220,46.0,4,2011,23
4221,46.0,4,2012,37
4222,46.0,4,2013,23
4223,46.0,4,2014,30
4224,46.0,4,2015,20
4225,46.0,4,2016,28
4226,46.0,4,2017,50
4227,46.0,4,2018,33
4228,46.0,5,2011,32
4229,46.0,5,2012,57
4230,46.0,5,2013,35
4231,46.0,5,2014,18
4232,46.0,5,2015,44
4233,46.0,5,2016,43
4234,46.0,5,2017,49
4235,46.0,5,2018,28
4236,46.0,6,2011,36
4237,46.0,6,2012,38
4238,46.0,6,2013,28
4239,46.0,6,2014,33
4240,46.0,6,2015,34
4241,46.0,6,2016,53
4242,46.0,6,2017,77
4243,46.0,6,2018,49
4244,46.0,7,2011,29
4245,46.0,7,2012,49
4246,46.0,7,2013,50
4247,46.0,7,2014,41
4248,46.0,7,2015,38
4249,46.0,7,2016,49
4250,46.0,7,2017,49
4251,46.0,7,2018,44
4252,46.0,8,2011,36
4253,46.0,8,2012,49
4254,46.0,8,2013,49
4255,46.0,8,2014,28
4256,46.0,8,2015,39
4257,46.0,8,2016,41
4258,46.0,8,2017,51
4259,46.0,8,2018,29
4260,46.0,9,2011,36
4261,46.0,9,2012,37
4262,46.0,9,2013,32
4263,46.0,9,2014,29
4264,46.0,9,2015,35
4265,46.0,9,2016,21
4266,46.0,9,2017,51
4267,46.0,9,2018,26
4268,46.0,10,2011,19
4269,46.0,10,2012,28
4270,46.0,10,2013,25
4271,46.0,10,2014,17
4272,46.0,10,2015,15
4273,46.0,10,2016,30
4274,46.0,10,2017,66
4275,46.0,10,2018,13
4276,46.0,11,2011,20
4277,46.0,11,2012,13
4278,46.0,11,2013,7
4279,46.0,11,2014,11
4280,46.0,11,2015,16
4281,46.0,11,2016,25
4282,46.0,11,2017,31
4283,46.0,12,2010,2
4284,46.0,12,2011,21
4285,46.0,12,2012,19
4286,46.0,12,2013,9
4287,46.0,12,2014,31
4288,46.0,12,2015,12
4289,46.0,12,2016,14
4290,46.0,12,2017,33
4291,47.0,1,2011,1
4292,47.0,1,2012,1
4293,47.0,1,2013,2
4294,47.0,1,2014,2
4295,47.0,1,2015,4
4296,47.0,1,2016,1
4297,47.0,1,2017,2
4298,47.0,1,2018,1
4299,47.0,2,2013,2
4300,47.0,2,2014,1
4301,47.0,2,2016,2
4302,47.0,2,2018,2
4303,47.0,3,2012,3
4304,47.0,3,2014,5
4305,47.0,3,2015,5
4306,47.0,3,2016,1
4307,47.0,3,2017,1
4308,47.0,3,2018,6
4309,47.0,4,2012,2
4310,47.0,4,2013,1
4311,47.0,4,2014,5
4312,47.0,4,2015,1
4313,47.0,4,2016,4
